TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
20050420,14.357,1,420.012,312.392,1,291.497,0,9.043,1,99.175,1,0,1,2.286,1,0.313125,1,165.1548333,1,669.330625,1,61.79314286,0.583333333,359.574,0.979167,15.17,1,30.815,1,1.76196,1,72.8915,1,91.4498,85.5909,98.2038,7.27387,50.3361,1,63.1517,59.1058,67.8158,3.98085,-1.92217,0.875,1.06348,-2.34272,-1.92217,-1.8332,0.875,0.875,0.875,4.82845,4.94748,5.13183,5.22237,7.02456,6.8664,7.14344,7.42315,5.31507,5.03015,5.50433,6.12492,8.60355,7.43878,7.61214,8.17488,-9999,-9999
20050421,15.535,1,422.12,309.162,1,290.338,0,10.039,1,99.156,1,0,1,2.014,0.958333,0.277065217,0.958333333,170.0829792,1,657.4803333,1,64.00807407,0.5625,360.719,0.9375,15.343,1,29.71,1,2.77785,1,100.47,1,126.049,117.974,135.359,7.79531,57.2441,1,71.8186,67.2174,77.1227,3.98957,-3.38263,0.895833,1.08682,-3.45597,-3.38207,-3.27842,0.895833,0.895833,0.895833,5.46596,5.71648,5.90617,6.13235,9.42627,9.05778,9.31032,9.5315,5.94595,4.92072,5.59192,6.26692,8.72732,7.5993,7.76126,8.0863,-9999,-9999
20050422,16.389,1,424.198,204.328,1,319.883,0,9.085,1,98.702,1,0,1,2.203,1,0.291395833,1,108.8976667,1,448.8955,1,46.15876,0.520833333,363.118,0.9375,15.853,1,28.715,1,2.12923,1,63.9696,1,84.8202,76.4277,86.2482,5.54147,13.3334,1,17.6793,15.93,17.9769,2.83425,-0.482739,0.833333,0.936263,-0.4755,-0.35939,-0.208353,0.8125,0.875,0.770833,5.76476,6.09402,6.30421,6.57205,6.96434,6.43103,6.66788,6.89169,6.50227,4.70509,5.05182,6.58333,6.53326,5.42573,5.62915,5.83495,-9999,-9999
20050423,12.013,1,426.247,93.8,1,341.464,0,2.965,1,98.815,1,3.048,1,1.698,1,0.228083333,1,27.91202083,1,217.8834167,1,24.96589286,0.583333333,372.299,1,14.851,1,28.633,1,-4.93333,1,13.2093,1,17.5149,15.7819,17.8097,3.52698,-2.0804,1,-2.75849,-2.80493,-2.48555,2.9655,0.0576574,0.979167,1.073,-0.277049,0.0405102,0.107403,1,0.979167,0.979167,4.82894,4.94189,5.04312,5.17762,5.12109,4.89679,5.07322,5.26098,5.92782,3.82912,4.30043,5.92782,6.08403,3.5985,3.89505,5.3456,-9999,-9999
20050424,12.666,1,428.266,178.79,1,337.923,0,3.868,1,98.971,1,0,1,1.453,1,0.299833333,1,97.38852083,1,391.4066667,1,37.48432143,0.583333333,377.626,1,14.745,1,28.898,1,-1.56715,1,8.8989,1,11.3235,10.4866,11.9981,3.95244,46.2586,1,58.8625,54.5121,62.369,3.9856,-1.25261,0.895833,0.982018,-2.33759,-1.83651,-1.7374,0.916667,0.875,0.895833,4.93465,5.11613,5.24699,5.41271,6.69312,6.82521,7.05162,7.68957,6.44314,4.87369,5.16923,6.436,9.02184,6.80583,7.31398,8.3158,-9999,-9999
20050425,13.881,1,430.254,312.777,1,307.472,0,5.965,1,99.15,1,0,1,1.991,1,0.257166667,1,177.3880833,1,672.1394167,1,61.18057143,0.583333333,362.585,1,15.262,1,28.367,1,3.02631,1,21.642,1,27.5386,25.5033,29.1791,7.55008,69.7408,1,88.7428,82.184,94.0293,3.97425,-2.3019,0.9375,0.880823,-2.58151,-2.37069,-2.24735,0.958333,0.9375,0.9375,5.15729,5.44345,5.62371,5.90551,8.2305,7.84949,7.97538,8.31348,7.08993,5.3153,6.28177,6.9933,10.9337,9.86437,10.3054,10.7213,-9999,-9999
20050426,15.91,1,432.212,273.853,1,309.864,0,7.613,1,98.921,1,0,1,1.742,1,0.223770833,1,158.4013333,1,595.6277292,1,55.99546429,0.583333333,362.893,1,16.022,1,27.632,1,4.48175,1,25.8606,1,32.9068,30.4747,34.8671,7.42806,48.1845,1,61.3132,56.7816,64.9656,3.22747,-2.4605,1,0.79485,-2.86703,-2.48952,-2.456,1,1,1,5.53569,5.93779,6.27325,6.45701,9.07913,8.51367,8.78921,9.24535,7.92924,6.45712,7.57167,7.93116,10.8218,10.0594,10.3692,10.7379,-9999,-9999
20050427,14.215,1,434.14,189.447,1,344.341,0,4.903,1,98.708,1,4.572,1,1.784,1,0.248854167,1,93.21441667,1,415.1116875,1,41.82571429,0.583333333,381.635,1,15.871,1,27.269,1,-0.80125,1,33.4405,1,41.6071,39.1129,45.0867,5.24941,27.9144,1,34.7314,32.6494,37.636,3.04616,-2.06286,0.979167,0.759469,-2.50567,-2.06286,-1.981,0.979167,0.979167,0.979167,5.19413,5.39137,5.56879,5.69399,7.89708,7.56595,7.8456,8.13933,6.91389,6.38681,6.63956,7.21282,8.62144,8.12105,8.35867,8.57436,-9999,-9999
20050428,12.921,1,436.036,157.521,1,349.256,0,3.086,1,98.881,1,6.35,1,1.44,1,0.2305625,1,77.25222917,1,352.3367708,1,36.481,0.583333333,386.401,1,15.301,1,30.229,1,-2.23829,1,45.5996,1,56.7356,53.3345,61.4804,6.31303,22.3627,1,27.824,26.156,30.1509,3.30755,-1.40981,1,0.7071,-1.97927,-1.44362,-1.40981,1,0.979167,1,4.95186,4.95186,5.09254,5.22201,6.66625,6.57133,6.74552,7.06739,5.04373,4.76125,5.00813,5.35306,7.43633,7.34156,7.41466,7.53737,-9999,-9999
20050429,14.439,1,437.901,308.159,1,331.628,0,5.812,1,99.494,1,0,1,1.85,1,0.31625,1,177.9035833,1,676.8577708,1,61.11832143,0.583333333,382.748,1,15.737,1,29.783,1,3.1795,1,68.473,1,85.195,80.0878,92.3199,7.05946,61.1186,1,76.0446,71.486,82.4042,3.37401,-4.24337,1,0.764441,-4.25292,-4.04815,-3.89114,1,1,1,5.28109,5.21467,5.38752,5.6369,9.65855,9.33762,9.46735,9.56259,4.26811,4.07414,4.24179,4.76846,8.33787,8.35702,8.50623,8.99113,-9999,-9999
20050430,14.427,1,439.733,258.387,1,333.762,0,5.699,1,99.327,1,0,1,1.835,1,0.339479167,1,157.2278542,1,571.0749583,1,52.84914815,0.5625,377.828,1,16.107,1,28.467,1,2.17702,1,68.0329,1,80.9895,79.4364,86.5695,6.32755,53.8178,1,64.0672,62.8386,68.4813,3.28166,-3.20468,1,0.770471,-3.25457,-3.20463,-2.95954,1,1,1,5.30677,5.0448,5.2376,5.52469,8.62694,8.22661,8.39402,8.6105,4.03993,3.66962,4.04288,4.64661,6.90251,6.88055,7.00957,7.55006,-9999,-9999
20050501,15.828,1,441.535,320.663,1,312.589,0,7.36,1,99.204,1,0,1,1.692,1,0.278083333,1,189.582125,1,703.5135,1,63.71971429,0.583333333,379.186,1,16.842,1,27.432,1,5.30379,1,85.5628,1,101.858,99.9046,108.876,7.86736,70.8146,1,84.301,82.6844,90.1092,3.37857,-2.56631,1,0.712157,-2.56631,-2.51817,-2.41419,1,1,1,5.8295,5.61758,5.8295,6.06533,8.43997,8.15386,8.35505,8.47121,4.40579,4.4002,4.70914,5.71981,7.46075,8.13577,8.4399,8.78283,-9999,-9999
20050502,16.514,1,443.303,322.776,1,300.506,0,8.226,1,99.194,1,0,1,2.013,1,0.299833333,1,188.4385417,1,705.8555625,1,64.10146429,0.583333333,380.578,1,17.063,1,26.386,1,4.26623,1,88.1887,1,104.984,102.971,112.217,6.93142,59.8344,1,71.2296,69.8637,76.1372,3.47319,-2.20487,1,0.718473,-2.24034,-2.20109,-2.14878,1,1,1,6.2863,6.15194,6.37488,6.53282,8.6587,8.35303,8.56942,8.77316,5.25167,5.81864,6.38297,7.53887,7.18131,9.28997,9.56794,9.99852,-9999,-9999
20050503,16.912,1,445.04,288.365,1,309.229,0,7.492,1,99.175,1,0,1,1.953,1,0.263145833,1,163.7475,1,634.4523958,1,59.46703571,0.583333333,382.189,1,17.267,1,25.375,1,3.03506,1,79.8054,1,94.0443,92.6694,101.55,6.61822,55.1964,1,65.0446,64.0937,70.2356,3.2645,-4.43542,1,0.681805,-4.62015,-4.40361,-4.34368,1,1,1,6.68432,6.60464,6.85075,6.92651,11.2576,11.0549,11.2545,11.3913,5.77128,6.3719,7.13157,7.98959,7.37254,9.87035,10.2956,10.8173,-9999,-9999
20050504,15.862,1,446.743,139.968,1,357.966,0,3.976,1,98.95,1,1.27,1,1.391,1,0.203520833,1,74.3745625,1,327.6038125,1,32.96521429,0.583333333,384.089,1,17,1,24.565,1,1.19652,1,42.2045,1,50.2422,49.2787,53.7038,4.50127,22.6695,1,26.9868,26.4693,28.8462,2.66302,-1.98616,1,0.690629,-1.85564,-1.70167,-1.50342,1,1,1,6.71231,6.58283,6.76714,6.84468,8.68791,8.23642,8.40818,8.54029,5.75181,5.5807,5.94073,6.74048,5.88668,6.56885,7.24408,7.84944,-9999,-9999
20050505,13.319,1,448.414,91.079,1,363.328,0,1.41,1,98.61,1,20.574,1,1.991,1,0.294958333,1,22.21664583,1,216.521,1,28.55264286,0.583333333,390.369,1,16.262,1,30.727,1,-5.52715,1,63.0342,1,74.9303,73.5999,78.4281,5.94803,-7.87153,1,-9.27597,-9.7302,-9.14036,2.50265,2.65317,1,0.680146,2.74802,2.88274,3.01004,1,1,1,5.99301,5.82174,5.91242,5.96303,3.15516,2.79904,3.03209,3.15516,5.69394,5.29604,5.4253,6.85217,4.60956,4.60767,4.88799,5.54694,-9999,-9999
20050506,14.301,1,450.052,224.192,1,346.223,0,4.672,1,98.942,1,0.254,1,2.422,1,0.387354167,1,136.5669792,1,491.8426042,1,45.32385714,0.583333333,364.128,1,16.464,1,31.844,1,1.52935,1,81.6641,1,97.0761,94.8277,101.608,5.64945,40.3749,1,47.9946,46.883,50.235,3.18252,-1.61427,0.979167,0.717169,-1.65456,-1.63229,-1.61427,0.979167,0.979167,0.979167,5.99525,5.93179,6.02597,6.08439,7.57433,7.53392,7.65234,7.71668,6.50509,5.97909,6.50509,8.16986,7.86733,7.61941,7.98009,8.92322,-9999,-9999
20050507,14.349,1,451.656,293.746,1,334.325,0,5.277,1,99.108,1,0,1,1.938,1,0.293583333,1,175.5879583,1,649.1153542,1,59.08525,0.583333333,365.103,1,16.663,1,29.602,1,2.28687,1,86.3702,1,102.67,100.292,107.463,5.76004,62.0526,1,73.7635,72.055,77.2067,3.67968,-2.33078,1,0.673606,-2.42777,-2.33538,-2.28426,1,1,1,5.77245,5.77245,5.8515,5.94685,8.20932,8.09152,8.20932,8.35807,7.25164,6.59372,7.31995,8.55733,9.25102,8.7722,9.26576,9.99385,-9999,-9999
20050508,13.033,1,453.228,78.57,1,359.608,0,1.82,1,98.752,1,25.146,1,2.587,1,0.355541667,1,11.59325,1,190.9059375,1,24.69064286,0.583333333,391.537,1,15.863,1,33.363,1,-6.19177,1,52.0941,1,61.3887,59.8507,64.3948,4.68099,-8.1297,1,-9.5802,-10.0493,-9.34017,2.06055,3.95641,1,0.699386,3.96423,4.03027,4.58954,1,1,1,5.25764,5.24729,5.32446,5.35941,1.24199,0.709301,1.24832,1.34653,7.86651,7.21984,7.86652,8.52993,3.9952,3.53772,4.03282,4.3252,-9999,-9999
20050509,10.461,1,454.765,131.356,1,340.213,0,2.199,1,98.877,1,10.668,1,2.816,1,0.4635625,1,39.88735417,1,303.4185833,1,32.13812,0.520833333,376.392,1,14.79,1,37.779,1,-9.6794,1,66.421,0.979167,77.5543,74.923,82.1046,5.06852,-1.03823,1,-1.21226,-1.28339,-1.17113,2.57172,0.538735,0.979167,0.747907,0.485989,0.535188,0.759977,0.979167,0.979167,0.979167,4.55385,4.41753,4.47371,4.50877,3.91162,3.73818,3.97364,4.05292,6.14201,5.45597,6.14201,6.97886,5.23309,4.80928,5.24664,5.55194,-9999,-9999
20050510,12.589,1,456.269,304.485,1,308.897,0,5.496,1,99.233,1,0,1,2.386,1,0.388458333,1,180.5894167,1,662.7239375,1,58.33942857,0.583333333,360.354,1,15.037,1,36.317,1,0.754396,1,92.2633,0.979167,107.135,102.09,109.834,5.86608,55.6872,0.979167,64.6635,61.6185,66.2926,3.59654,-3.14875,0.979167,0.70622,-3.17656,-3.15024,-3.13724,0.958333,0.979167,0.958333,4.81101,4.78692,4.83957,4.89698,8.05269,7.93977,7.9912,8.07555,2.7105,2.16096,3.32882,4.55771,7.32078,7.15153,7.54234,8.25337,-9999,-9999
20050511,14.923,1,457.739,340.739,1,295.344,0,7.888,1,99.079,1,0,1,2.085,1,0.36,1,202.386375,1,744.4612917,1,65.40660714,0.583333333,365.453,1,15.898,1,34.821,1,3.88327,1,100.734,0.979167,116.971,111.463,119.745,5.90827,60.5888,0.979167,70.3552,67.0422,72.0233,3.63203,-2.51347,0.916667,0.742313,-2.56334,-2.51518,-2.38458,0.916667,0.916667,0.916667,5.08526,5.08526,5.21837,5.35382,8.02148,7.53174,7.69274,7.81976,2.11165,1.5817,2.11165,4.01344,6.78068,6.49694,6.75369,7.84018,-9999,-9999
20050512,17.824,1,459.174,311.526,1,311.213,0,9.252,1,99.031,1,0,1,1.721,1,0.2509375,1,185.1218125,1,690.9045833,1,62.58328571,0.583333333,366.019,1,16.863,1,33.608,1,5.816,1,97.7341,1,113.488,107.204,116.179,5.68199,53.1048,1,61.6649,58.2505,63.1269,3.24408,-3.67796,0.958333,0.729781,-3.7327,-3.70882,-3.68113,0.958333,0.9375,0.958333,5.49942,5.58471,5.79424,5.941,9.87073,9.32492,9.47537,9.62538,4.65282,3.60793,4.07791,4.53957,7.81122,7.25961,7.48224,7.78296,-9999,-9999
20050513,19.554,1,460.575,312.21,1,336.146,0,9.708,1,98.973,1,0,1,1.662,1,0.2445,1,193.5029583,1,692.5728333,1,62.61875,0.583333333,368.048,0.979167,18.053,1,32.436,1,9.89519,1,103.558,1,120.125,113.592,123.102,5.16464,56.2546,1,65.2545,61.7055,66.8712,3.60433,-1.91581,0.979167,0.620695,-2.06821,-2.0221,-1.91581,0.979167,0.979167,0.979167,5.94846,6.10967,6.29391,6.5401,8.68771,8.17314,8.36352,8.46539,6.44224,4.88301,5.4178,6.01452,8.33706,7.51982,7.91495,8.22036,-9999,-9999
20050514,19.456,1,461.942,324.598,1,323.494,0,8.896,1,98.969,1,0,1,1.977,1,0.27075,1,200.1290417,1,721.1498125,1,66.62289286,0.583333333,365.804,0.979167,18.756,1,31.263,1,9.38888,1,99.3558,1,115.371,108.983,122.816,5.13222,52.8,1,61.3109,57.9161,65.2674,3.58007,-2.3449,0.958333,0.684938,-2.54618,-2.40345,-2.03826,0.958333,0.958333,0.958333,6.07847,6.25976,6.42748,6.62908,9.20902,8.52272,8.91936,9.10432,7.28635,5.89818,6.72701,7.03779,9.03281,8.32442,8.71446,9.02909,-9999,-9999
20050515,18.011,1,463.275,153.939,1,363.973,0,4.194,1,98.8,1,0.254,1,1.826,1,0.273708333,1,85.3936875,1,361.7556458,1,37.94592857,0.583333333,365.955,1,18.801,1,30.46,1,4.63338,1,70.4169,1,81.7675,77.2401,88.2735,4.38779,28.6194,1,33.2327,31.3926,35.8769,2.85615,-1.42068,0.979167,0.802012,-2.05786,-1.92742,-1.73261,0.979167,0.979167,0.979167,5.92743,5.97729,6.17239,6.36421,7.92408,7.92344,8.02431,8.15272,7.50706,6.84723,7.28271,7.47594,7.10644,6.70701,7.06802,7.14872,-9999,-9999
20050516,15.556,1,464.571,272.345,1,349.341,0,6.201,1,98.492,1,0.762,1,2.992,1,0.508041667,1,150.9882917,1,593.6889792,1,56.09317857,0.583333333,360.071,1,18.414,1,29.96,1,0.133854,1,91.5712,1,108.853,105.206,114.792,4.59221,45.9571,1,54.6304,52.7999,57.6112,3.18044,-2.26075,0.958333,0.760416,-2.3381,-2.25147,-2.21152,0.9375,0.9375,0.9375,5.56096,5.5426,5.64433,5.90861,8.14241,7.75331,8.02665,8.1726,7.10669,7.08981,7.44632,7.79272,9.34863,9.47812,9.86183,10.1199,-9999,-9999
20050517,12.883,1,465.833,126.516,1,339.838,0,4.485,1,98.7,1,0,1,1.92,1,0.278083333,1,56.6918125,1,298.5275,1,28.3811,0.625,364.462,1,16.628,1,29.144,1,-8.29477,1,56.6851,1,67.3829,65.1252,71.0596,3.77903,15.8817,1,18.879,18.2465,19.9091,2.88229,0.653692,1,0.771905,0.0802938,0.650385,0.719934,0.979167,1,1,5.21505,4.98031,5.0576,5.33372,4.4803,4.26021,4.51014,5.0656,6.62243,7.06769,7.31934,7.8035,6.87208,7.19997,7.31103,7.62935,-9999,-9999
20050518,16.825,1,467.061,56.486,1,371.921,0,6.378,1,98.627,1,0,1,2.287,1,0.324229167,1,16.6395625,1,143.232125,1,15.07815385,0.541666667,365.864,1,16.61,1,28.823,1,-1.33062,1,43.6095,1,53.7354,50.1028,56.1752,3.26163,-12.7043,1,-15.6542,-16.365,-14.596,1.63191,2.3951,0.979167,0.832546,2.07584,2.32208,2.38013,0.979167,0.979167,0.979167,6.33036,6.14599,6.26487,6.5898,3.85757,3.76738,3.87088,4.6019,6.7564,7.39536,8.10016,8.60333,4.16305,4.49462,4.65507,4.94491,-9999,-9999
20050519,16.834,1,468.254,161.39,1,373.172,0,3.342,1,99.073,1,2.286,1,1.668,0.875,0.266928571,0.875,90.063875,1,381.506125,1,39.5097,0.625,368.349,1,17.672,1,28.869,1,5.66998,1,64.1823,1,76.295,73.7387,82.6758,3.90074,30.992,1,36.841,35.6066,39.9221,2.91995,-1.78432,1,0.663871,-2.07615,-2.0086,-1.8834,1,1,1,6.32547,5.92595,6.20929,6.62389,7.90323,7.83513,8.18944,8.85759,6.56715,7.42828,8.09107,8.47722,7.19934,7.6389,8.02556,8.11912,-9999,-9999
20050520,16.897,1,469.411,336.299,1,319.466,0,8.587,1,99.208,1,0,1,1.786,1,0.294541667,1,211.1453125,1,729.6955,1,61.3031,0.625,359.233,1,18.279,1,28.427,1,3.68719,1,106.489,0.979167,130.612,122.344,137.172,4.91051,71.6601,0.979167,87.8939,82.3299,92.3082,3.74144,-2.3903,0.979167,0.700184,-2.51043,-2.3903,-2.28333,0.979167,0.979167,0.979167,6.25182,5.69972,6.13099,6.59899,8.3268,8.22082,8.50548,8.89552,6.45191,7.51194,7.76697,8.07682,8.19027,8.63648,8.95837,9.05284,-9999,-9999
20050521,18.673,1,470.533,353.789,1,305.804,0,13.025,1,99.152,1,0,1,2.587,1,0.363666667,1,211.4645,1,769.3065,1,66.20853333,0.625,367.408,1,18.143,1,27.355,1,3.06273,1,106.225,0.875,130.89,122.857,136.832,4.91245,58.8245,0.875,72.4832,68.0349,75.7742,3.95148,-0.930853,0.833333,0.714347,-0.959662,-0.896779,-0.761602,0.833333,0.833333,0.833333,6.55592,5.96622,6.42262,7.01779,7.22602,6.90858,7.3194,7.79869,6.13855,6.35635,6.81958,7.85262,7.73948,7.744,8.10817,8.75003,-9999,-9999
20050522,21.001,1,471.619,348.161,1,324.385,0,13.539,1,98.977,1,0,1,2.043,1,0.283479167,1,216.5769583,1,772.5331875,1,67.06213333,0.625,372.284,1,19.139,1,26.2,1,8.28335,1,113.026,0.958333,138.63,130.723,145.593,4.78043,44.9485,0.958333,55.1311,51.9864,57.9,3.48276,-1.29651,0.916667,0.6398,-1.39718,-1.33267,-1.23176,0.916667,0.916667,0.916667,6.96235,6.30371,6.81386,7.64457,7.99733,7.77117,8.117,8.87633,5.52075,3.87242,5.44061,7.64473,6.74078,5.57647,6.75873,8.22324,-9999,-9999
20050523,20.771,1,472.67,351.064,1,310.879,0,12.649,1,98.694,1,0,1,2.163,1,0.2976875,1,215.2953958,1,769.9049792,1,67.3852,0.625,369.414,1,19.673,1,25.071,1,6.73975,1,110.554,1,136.224,127.864,142.409,5.05127,58.7015,1,72.3317,67.8927,75.6158,3.83917,-2.60443,0.895833,0.635269,-2.54619,-2.38822,-2.24157,0.895833,0.895833,0.916667,6.80954,5.92296,6.65711,7.4924,9.04034,8.2471,9.20329,9.88003,4.59947,2.48143,4.17833,6.32611,6.36242,4.88034,6.21967,7.63384,-9999,-9999
20050524,22.667,1,473.686,350.662,1,315.08,0,16.147,1,98.654,1,0,1,2.005,1,0.247708333,1,210.1215625,1,765.1081458,1,67.54266667,0.625,374.891,1,20.094,1,23.904,1,7.06802,1,115.155,1,141.893,133.578,148.335,4.77576,42.3459,1,52.1784,49.1205,54.5474,3.74707,-1.86952,0.895833,0.624918,-2.13985,-1.96582,-1.86952,0.895833,0.895833,0.895833,7.10564,6.07309,6.93898,7.90369,8.55876,8.01282,8.75504,10.0531,3.70622,2.74123,3.65925,4.33125,5.68242,5.15088,5.68168,6.14109,-9999,-9999
20050525,24.77,1,474.665,348.956,1,334.997,0,20.025,1,98.671,1,0,1,1.853,1,0.250416667,1,210.344875,1,763.633875,1,67.63386667,0.625,368.953,1,20.856,1,22.627,1,9.6625,1,121.438,1,150.221,142.454,156.429,4.7612,32.9131,1,40.7142,38.6092,42.3967,3.26434,-0.984461,0.958333,0.617965,-1.08489,-1.02928,-0.971002,0.854167,0.958333,0.958333,7.3828,6.4096,7.1687,8.32141,8.02617,7.40284,8.02617,9.19506,4.57813,4.38096,4.61225,4.67864,5.87598,5.7126,5.87598,5.9324,-9999,-9999
20050526,22.024,1,475.608,348.393,1,333.748,0,12.618,1,98.596,1,0,1,1.787,1,0.25425,1,213.3591042,1,764.0053542,1,68.3299,0.625,364.488,0.979167,20.977,1,21.369,1,6.85575,1,116.272,1,143.831,136.394,149.774,4.84219,62.2755,1,77.036,73.0532,80.2195,3.76321,-2.56476,0.958333,0.590918,-2.6719,-2.35129,-2.08194,0.958333,0.958333,0.9375,6.54881,5.68003,6.34312,7.09961,8.62995,8.33317,8.63824,9.16383,6.94485,6.86098,6.96409,7.10661,7.94046,7.69362,7.79754,7.9332,-9999,-9999
20050527,20.023,1,476.517,346.14,1,334.342,0,10.385,1,98.475,1,0,1,2.038,1,0.284958333,1,214.5160833,1,761.8621458,1,68.13933333,0.625,361.578,1,21.003,1,20.267,1,4.8969,1,106.367,0.979167,131.578,129.952,137.015,5.09195,65.8162,0.979167,81.4159,80.4101,84.7804,3.92907,-2.31131,0.979167,0.556487,-2.33786,-2.18336,-2.06815,0.979167,0.979167,0.979167,5.89928,5.13069,5.70265,6.15918,7.72306,7.46305,7.88601,8.0865,8.41077,8.17426,8.34823,8.48728,9.12071,8.83353,8.93526,9.08891,-9999,-9999
20050528,16.373,1,477.388,269.354,1,308.753,0,8.846,1,98.723,1,0,1,2.22,1,0.377291667,1,147.448125,1,585.9172083,1,55.68473333,0.625,354.631,1,19.418,1,19.167,1,-4.79069,1,77.765,0.979167,96.62,95.3818,100.172,4.23141,46.396,0.979167,57.6453,56.9065,59.7646,3.5964,-1.72097,0.895833,0.601669,-1.85891,-1.75813,-1.63197,0.895833,0.895833,0.958333,5.0015,4.26107,4.72465,4.95759,6.19095,6.01699,6.30245,6.54153,8.80557,7.86596,8.59787,8.7358,9.70789,8.98379,9.44304,9.68329,-9999,-9999
20050529,15.465,1,478.224,300.174,1,301.532,0,7.006,1,98.94,1,0,1,2.142,1,0.322833333,1,185.0813333,1,657.5503958,1,59.08226667,0.625,354.296,1,18.752,1,18.321,1,-1.44433,1,81.6359,0.958333,100.985,99.7377,102.996,4.27745,75.3902,0.979167,93.2592,92.107,95.1158,3.99021,-2.50433,0.9375,0.56188,-2.49026,-2.40441,-2.28649,0.9375,0.9375,0.979167,4.65559,4.01706,4.37573,4.58971,6.72182,6.37386,6.78578,7.00922,8.98672,7.49262,8.53486,8.64181,9.73777,8.75389,9.42136,9.60946,-9999,-9999
20050530,19.415,1,479.024,339.078,1,328.56,0,11.241,1,98.856,1,0,1,1.671,1,0.248583333,1,214.2822917,1,757.0776042,1,67.66706667,0.625,361.319,1,19.638,1,17.654,1,4.55535,1,96.5951,1,119.49,118.014,121.869,4.79126,72.2045,1,89.3183,88.2149,91.0965,4.12893,-2.70525,1,0.550994,-2.6132,-2.38131,-2.30831,1,1,1,5.13764,4.7668,4.96493,5.22747,7.61577,7.33753,7.51439,7.56841,9.29221,7.36093,8.64891,8.81436,10.2041,8.88459,9.81081,9.86473,-9999,-9999
20050531,22.899,1,479.786,339.546,1,339.925,0,14.316,1,98.75,1,0,1,1.681,1,0.2225625,1,216.1288125,1,759.7223333,1,68.2802,0.625,363.259,0.9375,21.013,1,16.929,1,9.1726,1,106.11,1,131.261,125.548,133.874,5.09856,63.2847,1,78.2844,74.8775,79.843,4.39395,-2.37947,0.875,0.52493,-2.51446,-2.22721,-2.08057,0.875,0.875,0.854167,5.49521,5.27948,5.53049,5.75936,7.81806,7.70866,7.828,7.95969,10.6576,8.33045,10.016,10.2841,10.6429,9.10728,10.1897,10.293,-9999,-9999
20050601,22.039,1,480.514,361.493,1,323.202,0,16.621,1,98.446,1,0,1,2.95,1,0.391729167,1,216.7673125,1,776.2959583,1,69.4237,0.625,363.256,1,21.313,1,16.109,1,4.53623,1,102.978,0.958333,126.695,120.8,129.217,4.67666,67.301,0.958333,82.8007,78.9483,84.4495,3.96031,-2.38652,0.875,0.51853,-2.47203,-2.26,-2.20211,0.875,0.854167,0.875,5.13272,4.99681,5.21475,5.30442,7.48624,7.42954,7.51075,7.62209,12.5996,10.3085,11.8194,12.3138,11.8357,10.645,11.3268,11.6216,-9999,-9999
20050602,20.306,1,481.205,359.269,1,310.567,0,15.505,1,98.271,1,0,1,2.058,1,0.293479167,1,213.2136042,1,773.4532917,1,69.78006667,0.625,379.555,1,20.46,1,15.306,1,2.38,1,93.343,0.9375,114.489,107.958,116.059,4.76468,75.9116,0.9375,93.1085,87.7974,94.3851,4.41934,-2.5105,0.895833,0.499948,-2.54545,-2.50234,-2.41937,0.9375,0.895833,0.895833,4.73137,4.71188,4.81137,4.88375,7.32577,7.20507,7.29103,7.37273,11.9321,9.86388,11.3241,11.9348,11.6127,10.7681,11.2929,11.4749,-9999,-9999
20050603,21.49,1,481.86,357.666,1,308.525,0,17.495,1,98.425,1,0,1,2.019,1,0.277583333,1,208.1911458,1,772.2344792,1,69.61433333,0.625,393.943,1,20.776,1,14.702,1,4.68265,1,105.926,0.979167,129.923,124.259,131.704,4.73613,58.5231,0.979167,71.7809,68.6514,72.7651,4.13811,-2.07873,0.979167,0.52875,-2.36763,-2.23692,-2.05473,0.979167,0.979167,0.979167,4.98183,5.00905,5.15815,5.26074,7.29143,7.20031,7.30754,7.46781,9.333,9.11902,9.371,9.58143,9.60693,9.36605,9.50061,9.64171,-9999,-9999
